ID,min_year,max_year
1707,1991,2000
1708,1950,1999
1709,1960,1993
1710,1975,1998
1711,1994,2003
1712,1980,1990
1713,1980,1990
1714,1950,1999
1715,1970,1995
1716,1967,1992
1718,1980,1990
1719,1985,1997
1720,1982,1997
1721,1970,2000
1722,1970,2000
1723,1975,1998
1724,1980,1990
1725,1950,1999
1726,1950,1990
1727,1991,2000
1728,1950,1990
1729,1971,1991
1730,1988,1999
1731,1980,1990
1732,1991,2000
1733,1991,2000
1734,1971,1991
1735,1991,2000
1736,1991,2000
1737,1991,2000
1738,1982,1999
1739,1991,2000
1740,1993,2000
1741,1991,2000
1742,1991,2000
1743,1950,1990
1744,1991,2000
1745,1992,2001
1746,1993,2001
1747,1982,1999
1748,1991,2000
1749,1958,1989
1750,1972,1992
1751,1986,2003
1752,1986,2003
1753,1986,2005
1754,1970,2000
1755,1970,2000
1756,1970,2000
1757,1990,1999
1758,1961,1995
1759,1970,2000
1760,1970,2000
1761,1950,1978
1762,1970,2000
1763,1970,2000
1764,1970,2000
1765,1970,2000
1766,1986,2005
1767,1970,2000
1768,1986,2005
1769,1986,2005
1770,1986,2005
1771,1970,2000
1772,1970,2000
1773,1970,2000
1774,1970,2000
1775,1975,1998
1777,1952,1993
1778,1991,2000
1779,1970,1995
1780,1986,2005
1781,1986,2005
1782,1986,2005
1783,1986,2005
1784,1986,2003
1785,1986,2003
1786,1986,2005
1787,1980,1990
1788,1986,2005
1789,1975,1994
1790,1979,1996
1791,1979,1996
1792,1965,1996
1793,1980,1999
1794,1988,1999
1795,1950,1990
1796,1991,2000
1797,1985,1996
1798,1969,1996
1799,1978,1992
1800,1985,1995
1801,1970,2000
1802,1970,2000
1803,1970,2000
1804,1970,2000
1805,1970,2000
1806,1970,2000
1807,1970,2000
1808,1970,2000
1809,1970,1995
1810,1983,1999
1811,1976,1992
1812,1991,2000
1813,1967,1996
1814,1970,2000
1815,1992,1992
1816,1970,2000
1817,1970,2000
1818,1970,2000
1819,1950,1999
1820,1970,2000
1821,1960,1980
1822,1986,2005
1823,1970,2000
1824,1986,2005
1825,1985,2003
1826,1981,1991
1827,1986,2005
1828,1986,2005
1829,1981,2004
1830,1986,2005
1831,1970,2000
1832,1967,1992
1833,1986,2005
1834,1970,2000
1835,1970,1995
1836,1992,2001
1837,1970,2000
1838,1970,2000
1839,1982,1999
1840,1988,2003
1841,1970,2000
1842,1980,1990
1843,1980,1994
1844,1980,1990
1845,2002,2002
1846,1976,1994
1847,1960,1995
1848,1970,2000
1849,1970,2000
1850,1960,1995
1851,1991,2000
1852,1970,2000
1853,1970,1995
1854,1970,2000
1855,1982,1999
1856,1970,2000
1857,1950,1994
1858,1992,2005
1859,1970,2000
1860,1970,2000
1861,1992,2005
1862,1992,2005
1863,1968,1998
1864,1992,2005
1865,1969,1989
1866,1992,2005
1867,1991,2000
1868,1970,1995
1869,1982,1999
1870,1975,1998
1871,1970,2000
1872,1991,2000
1873,1970,2000
1874,1970,1995
1875,1970,2000
1876,1970,2000
1877,1960,1992
1878,1982,1999
1879,1959,1992
1880,1970,2000
1881,1970,2000
1882,1970,2000
1883,1991,2000
1884,1970,2000
1885,1970,1995
1886,1970,2000
1887,1950,1999
1889,1970,2000
1890,1957,2006
1891,1980,2002
1892,1991,2000
1893,1974,2002
1894,1980,1990
1895,1991,2000
1896,1982,1999
1897,1974,2002
1898,1988,1999
1899,1972,1992
1900,1993,2002
1901,1984,1999
1902,1982,1999
1903,1950,1990
1904,1991,2000
1905,1970,1992
1906,1970,2000
1907,1964,1999
1908,1964,1992
1909,1970,2000
1910,1954,1999
1911,1986,2004
1912,1960,1989
1913,1986,2005
1914,1986,2005
1915,1986,2003
1916,1960,1995
1917,1986,2005
1918,1986,2005
1919,1961,1995
1920,1986,2005
1921,1965,1989
1922,1970,2000
1923,1960,1990
1924,1986,2005
1925,1992,1994
1926,1964,1996
1927,1974,1995
1928,1954,1993
1929,1985,1989
1930,1991,2000
1931,1988,1999
1932,1988,1999
1933,1950,1990
1934,1989,2000
1935,1970,2000
1936,1972,1992
1937,1968,1997
1939,1950,1979
1940,1970,1997
1941,1986,2001
1942,1989,1995
1943,1986,2001
1944,1986,2001
1945,1970,1985
1946,1970,1985
1947,1986,2001
1948,1970,1985
1949,1970,1985
1950,1977,1997
1951,1986,2001
1952,1960,2001
1953,1960,2001
1954,1961,2001
1955,1970,2001
1956,1970,2001
1957,1960,2001
1958,1961,2001
1959,1961,2001
1960,1970,2001
1961,1984,2001
1962,1984,2001
1963,1960,2001
1964,1960,2001
1965,1956,2001
1966,1997,2001
1967,1984,2001
1968,1961,2001
1969,1960,2001
1970,1961,2001
1971,1984,1996
1972,1960,2001
1973,1960,2001
1974,1984,2001
1975,1979,2001
1976,1960,2001
1977,1960,2001
1978,1960,2001
1979,1984,2000
1980,1984,2001
1981,1961,2001
1982,1960,2001
1983,1984,2001
1984,1961,2001
1985,1984,2001
1986,1960,2001
1987,1961,2001
1988,1960,2001
1989,1960,2000
1990,1960,2001
1991,1984,2001
1992,1984,2001
1993,1984,2001
1994,1970,2001
1995,1961,2001
1996,1966,2001
1997,1984,2001
1998,1960,1998
1999,1970,2001
2000,1960,2001
2001,1960,2001
2002,1960,2001
2003,1960,2001
2004,1960,2001
2005,1977,1994
2006,1960,2000
2007,1986,2001
2008,1974,1985
2009,1986,2001
2010,1955,2004
2011,1993,1998
2012,1986,2001
2013,1978,1983
2014,1986,2001
2015,1986,2001
2016,1991,1994
2017,1988,1996
2018,1982,1993
2019,1971,1981
2020,1999,2003
2021,1998,2003
2022,1968,1989
2023,1988,1997
2024,1988,1998
2025,1982,1993
2026,1980,2000
2027,1971,2005
2028,1968,1985
2029,1989,2002
2030,1970,1989
2031,1981,1995
2032,1987,1998
2033,1987,1998
2034,1991,1997
2035,1974,1998
2036,1967,1992
2037,1966,2003
2038,1988,1999
2039,1968,1995
2040,1960,2001
2041,1950,2015
2042,1971,1997
2043,1976,2008
2044,1951,1991
2045,1976,1994
2046,1959,1988
2047,1951,1991
2048,1951,1991
2049,1951,1991
2050,1970,2000
2051,1951,1991
2052,1970,2000
2053,1976,1994
2054,1976,1994
2055,1978,2007
2056,1951,1991
2057,1970,2000
2058,1968,1984
2059,1951,1988
2060,1963,2015
2061,1980,2000
2062,1979,1991
2063,1956,2005
2064,1980,2000
2065,1950,1981
2066,1980,2000
2067,1980,2000
2068,1964,1979
2069,1963,1982
2070,1970,1980
2071,1963,1983
2072,1969,1983
2073,1977,1990
2074,1975,1990
2075,1971,1980
2076,1966,2017
2077,1950,1996
2078,1950,2005
2079,1950,2001
2080,1977,2010
2081,1963,1981
2082,1964,1988
2083,1980,1990
2084,1980,2000
2085,1979,2010
2086,1960,2010
2087,1950,1989
2088,1974,1989
2089,1975,1989
2090,1976,2017
2091,1978,1990
2092,1970,2017
2093,1950,1981
2094,1977,2010
2095,1970,1989
2096,1963,1995
2097,1961,2017
2098,1950,2017
2099,1979,1990
2100,1967,1997
2101,1970,1998
2102,1995,2004
2103,1985,2010
2104,1980,2001
2105,1970,1981
2106,1977,2017
2107,1971,1989
2108,1970,2014
2109,1967,1992
2111,1968,1980
2112,1978,1993
2113,1980,1991
2114,1979,1988
2115,1972,1998
2116,1980,1991
2117,1979,1988
2118,1955,2005
2119,1992,2007
2120,1971,2001
2121,1980,1991
2122,1979,1988
2123,1976,1999
2124,1976,1996
2126,1979,1988
2127,1979,1988
2128,1980,1991
2129,1980,1991
2130,1980,1991
2131,1980,1991
2132,1979,1988
2133,1980,1991
2134,1980,1991
2135,1980,1991
2136,1980,1991
2137,1979,1988
2138,1980,1991
2139,1980,1991
2140,1980,1991
2141,1979,1988
2142,1980,1991
2143,1980,1991
2144,1979,1988
2145,1980,1991
2146,1971,1995
2147,1979,1988
2148,1980,1991
2149,1974,2005
2150,1976,2005
2151,1976,2005
2152,1979,1998
2153,1974,1998
2154,1977,1999
2155,1976,1999
2156,1976,1999
2157,1976,1999
2158,1980,1991
2159,1981,1998
2160,1981,1991
2161,1970,2003
2162,1977,2002
2163,1980,1991
2164,1980,1991
2165,1980,1991
2166,1980,1991
2167,1982,1996
2168,1980,1991
2169,1965,2013
2170,1960,1991
2171,1951,1995
2172,1990,2006
2173,1976,2005
2174,1976,2005
2175,1980,1991
2176,1979,1988
2177,1980,1991
2178,1974,2005
2179,1976,2005
2180,1976,2005
2181,1974,2005
2182,1981,1994
2183,1970,1991
2184,1987,1994
2185,1954,1992
2186,1978,2001
2187,1978,1988
2188,1978,1993
2189,1971,1977
2190,1974,2005
2191,1994,2008
2192,1965,1980
2193,1980,1998
2194,1986,1999
2195,1975,1997
2196,1978,1993
2197,1983,2007
2198,1977,2004
2199,1967,2001
2200,1967,1986
2201,1971,2013
2202,1960,1992
2203,1985,2003
2204,1985,2003
2205,1985,2004
2206,1990,2004
2207,1982,2002
2208,1985,2004
2209,1985,2004
2210,1963,2005
2211,1991,2008
2212,1981,1992
2213,1957,1992
2214,1958,1987
2215,1958,2002
2216,1955,1999
2217,1975,1990
2218,1955,2006
2219,1960,1985
2220,1974,2001
2221,1985,1995
2222,1965,2005
2223,1996,1999
2224,1977,1997
2225,1974,1995
2226,1994,2000
2227,1978,1993
2228,1975,1995
2229,1987,1993
2230,1959,1979
2231,1959,1993
2232,1995,2006
2233,1977,1988
2234,1975,1995
2235,1981,1986
2236,1985,1992
2237,1977,1999
2238,1973,2002
2239,1981,1999
2240,1985,1992
2241,1984,1995
2242,1973,2001
2243,1960,1985
2244,1956,1984
2245,1977,1986
2246,1952,1977
2247,1991,1995
2248,1967,1989
2249,1967,1991
2250,1986,1999
2251,1986,1999
2252,1986,1999
2253,1981,1985
2254,1981,1985
2255,1980,1997
2256,1984,2000
2257,1970,1999
2258,1970,2001
2259,1977,1981
2260,1984,2001
2261,1984,2000
2262,1979,1999
2263,1980,1997
2264,1984,1999
2265,1971,1987
2266,1977,1986
2267,1975,1989
2268,1979,1986
2269,1979,2013
2270,1969,1990
2271,1970,1984
2272,1975,1986
2273,1978,1988
2274,1975,1988
2275,1952,1999
2276,1962,1990
2277,1967,2003
2278,1962,1987
2279,1967,2003
2280,1979,2003
2281,1965,2003
2282,1970,1980
2283,1970,1980
2284,1963,2000
2285,1977,1991
2286,1974,1997
2287,1976,1996
2288,1983,1998
2289,1960,1995
2290,1977,1991
2291,1966,1995
2292,1961,2002
2293,1971,1993
2294,1966,1995
2295,1968,1995
2296,1975,2003
2297,1977,1990
2298,1979,1996
2299,1979,1996
2300,1980,2009
2301,1968,1989
2302,1961,1989
2303,1961,1989
2304,1961,1989
2305,1965,1997
2306,1961,1989
2307,1961,1990
2308,1961,1989
2309,1961,1989
2310,1961,1990
2311,1961,1990
2312,1961,1989
2313,1959,1989
2314,1988,1996
2315,1980,2001
2316,1987,2000
2317,1953,2001
2318,1985,2000
2319,1972,1977
2320,1973,1977
2321,1977,1987
2322,1990,1990
2323,1951,1995
2324,1970,1985
2325,1987,2011
2326,1973,2014
2327,1979,2017
2328,1960,2008
2329,1957,2008
2330,1983,1990
2331,1989,2004
2332,1982,2002
2333,1979,2002
2334,1997,2002
2335,1998,2002
2336,1976,1997
2337,1978,2003
2338,1988,1994
2339,1970,2003
2340,1995,2003
2341,1970,1993
2342,1988,1994
2343,1988,1994
2344,1988,1994
2345,1987,1991
2346,1989,2004
2347,1976,1997
2348,1978,2003
2349,1991,1996
2350,1998,2002
2351,1993,2003
2352,1997,2003
2353,1991,2003
2354,1995,2003
2355,1989,2004
2356,1974,2004
2357,1993,2001
2358,2001,2004
2359,1973,2003
2360,2002,2004
2361,1979,1999
2362,1979,1999
2363,1979,1999
2364,1998,2002
2365,1989,2005
2366,1998,2003
2367,1983,2002
2368,1999,2003
2369,1999,2003
2370,1985,2003
2371,1986,2003
2372,1971,1989
2373,1983,1986
2374,1983,1986
2375,1983,1986
2376,1983,1986
2377,1983,1986
2378,1983,1986
2379,1983,1986
2380,1983,1986
2381,1983,1986
2382,1983,1986
2383,1983,1986
2384,1983,1986
2385,1983,1986
2386,1983,1984
2387,1983,1986
2388,1983,1985
2389,1983,1986
2390,1983,1986
2391,1983,1986
2392,1964,2005
2393,1964,2005
2394,1970,2005
2395,1970,2005
2396,1982,1995
2397,1987,1995
2398,1987,1995
2399,1997,2002
2400,1986,2004
2401,1987,2003
2402,1997,2003
2403,1992,2004
2404,1991,1996
2405,1994,2003
2406,1986,2000
2407,1986,2003
2408,1992,2003
2409,1995,2003
2410,1995,2003
2411,1991,2003
2412,1991,2003
2413,1994,2003
2414,1995,2003
2415,1990,2003
2416,1996,2003
2417,1983,2003
2418,1993,2003
2419,1992,2003
2420,1993,2003
2421,1995,2003
2422,1981,2003
2423,1993,2003
2424,1985,2003
2425,1997,2003
2426,1991,2003
2427,1996,2003
2428,1997,2003
2429,1994,2003
2430,1995,2003
2431,1997,2003
2432,1991,2003
2433,1988,1994
2434,1988,1994
2435,1995,2003
2436,1992,2003
2437,1986,2003
2438,1995,2003
2439,1986,2004
2440,1990,2003
2441,1982,2000
2442,1987,2000
2443,1987,1995
2444,1991,2003
2445,1994,2003
2446,1987,2003
2447,1987,2003
2448,1988,2001
2449,1987,2003
2450,1986,2003
2451,1995,2003
2452,1991,2003
2453,1991,2003
2454,1994,2003
2455,1995,2003
2456,1995,2003
2457,1990,2003
2458,1983,2003
2459,1993,2003
2460,1992,2003
2461,1993,2003
2462,1981,2003
2463,1985,2003
2464,1991,2003
2465,1996,2003
2466,1997,2003
2467,1995,2003
2468,1997,2003
2469,1991,2003
2470,1991,2003
2471,1991,2003
2472,1991,2003
2473,1995,2003
2474,1985,1990
2475,1982,1995
2476,1987,1995
2477,1996,2003
2478,1987,1999
2479,1974,1998
2480,1996,2005
2481,1987,1999
2482,1974,1998
2483,1996,2005
2484,1987,1999
2485,1974,1998
2486,1996,2005
2487,1997,2003
2488,1987,1999
2489,1974,1998
2490,1993,2003
2491,1996,2005
2492,1996,2005
2493,1987,1999
2494,1974,1998
2495,1996,2005
2496,1987,1999
2497,1974,1998
2498,1987,1999
2499,1989,1996
2500,1993,1999
2501,1970,1990
2502,1973,2004
2503,1987,1999
2504,1996,2005
2505,1997,2003
2506,1987,1999
2507,1996,2005
2508,1996,2005
2509,1996,2005
2510,1996,2005
2511,1987,1999
2512,1974,1998
2513,1976,2003
2514,1997,2003
2515,1996,2001
2516,1987,1999
2517,1974,1998
2518,1976,1998
2519,1989,1996
2520,1996,2005
2521,1996,2003
2522,1996,2003
2523,1974,1998
2524,1996,2003
2525,1974,1998
2526,1974,1998
2527,1983,2004
2528,1986,2013
2529,1970,2003
2530,1970,2003
2531,1984,2003
2532,1970,2013
2533,1973,2003
2534,1970,2004
2535,1970,2004
2536,1978,2004
2537,1981,2004
2538,1970,2004
2539,1970,2004
2540,1970,2002
2541,1972,2003
2542,1970,2004
2543,1982,2002
2544,1983,2011
2545,1996,2008
2546,1983,2004
2547,1995,2004
2548,1992,2000
2549,1990,2003
2550,1987,1999
2551,1987,1999
2552,1994,2004
2553,1980,2004
2554,1981,2004
2555,1980,2008
2556,1979,2004
2557,1992,2000
2558,1990,1999
2559,1997,2003
2560,1987,1999
2561,1994,2004
2562,1970,1975
2563,1970,2000
2564,1970,2000
2565,1970,1975
2566,1970,2000
2567,1970,1975
2568,1970,2000
2569,1970,1999
2570,1970,2000
2571,1970,1997
2572,1970,1999
2573,1992,1999
2574,1970,1975
2575,1970,1991
2576,1970,2000
2577,1970,1975
2578,1970,1999
2579,1970,1990
2580,1994,2004
2581,1974,2004
2582,1988,2004
2583,1996,2004
2584,1989,1998
2585,1987,1999
2586,1970,1999
2587,1970,1975
2588,1990,1998
2589,1991,2004
2590,1991,1998
2591,1970,2000
2592,1970,2000
2593,1990,2000
2594,1970,1975
2595,1970,1999
2596,1970,1975
2597,1970,2000
2598,1970,2000
2599,1974,1999
2600,1970,1999
2601,1970,1997
2602,1990,2004
2603,1970,1999
2604,1970,1999
2605,1970,1999
2606,1991,2000
2607,1970,1999
2608,1970,1975
2609,1970,1991
2610,1970,1999
2611,1970,1975
2612,1990,2000
2613,1990,1997
2614,1970,2000
2615,1994,1997
2616,1970,1990
2617,1996,2003
2618,1994,2004
2619,1996,2003
2620,1987,1999
2621,1974,2000
2622,1970,2000
2623,1970,1975
2624,1970,2000
2625,1970,1999
2626,1970,2000
2627,1970,1997
2628,1970,1975
2629,1970,1991
2630,1970,2000
2631,1970,1975
2632,1970,2000
2633,1970,1990
2634,1974,2004
2635,1974,2004
2636,1982,1988
2637,1980,2004
2638,1994,2004
2639,1974,2000
2640,1969,1975
2641,1974,1999
2642,1992,2000
2643,1968,1991
2644,1990,2000
2645,1995,2000
2646,1994,2004
2647,1974,2004
2648,1984,2004
2649,1996,2004
2650,1989,1998
2651,1987,1999
2652,1974,1991
2653,1990,1998
2654,1991,2004
2655,1992,1994
2656,1990,2000
2657,1990,1997
2658,1987,1999
2659,1980,2004
2660,1984,1998
2661,1996,2005
2662,1989,2002
2663,1989,2002
2664,1995,1999
2665,1993,2000
2666,1980,2004
2667,1980,2004
2668,1979,2008
2669,1991,2008
2670,1980,2008
2671,1989,2002
2672,1990,1998
2673,1992,2000
2674,1991,2000
2675,1993,2000
2676,1992,2000
2677,1992,1999
2678,1992,2000
2679,1992,1999
2680,1991,1997
2681,1992,1999
2682,1990,2000
2683,1990,2000
2684,1995,2000
2685,1990,1998
2686,1970,2000
2687,1970,1975
2688,1970,1975
2689,1970,1997
2690,1991,1997
2691,1970,1999
2692,1970,1999
2693,1990,2000
2694,1990,1997
2695,1994,2004
2696,1974,2004
2697,1990,2004
2698,1997,2003
2699,1987,1999
2700,1985,1989
2701,1980,2004
2702,1981,2008
2703,1984,2008
2704,1980,2008
2705,1983,2004
2706,1976,1998
2707,1992,2000
2708,1970,2003
2709,1993,1999
2710,1976,1998
2711,1990,2003
2712,1976,1998
2713,1981,1998
2714,1990,2001
2715,1976,1998
2716,1997,2003
2717,1996,2003
2718,1995,2003
2719,1976,1998
2720,1999,2004
2721,1976,1998
2722,1980,1998
2724,1991,2003
2726,1991,2003
2727,1990,2003
2728,1991,2003
2729,1993,2003
2730,1992,2003
2731,1991,2003
2732,1990,2002
2733,1990,2003
2734,1990,2003
2735,1980,1998
2736,1990,2003
2737,1990,2003
2738,1973,2003
2739,1995,2003
2740,1990,2003
2741,1995,2003
2742,1976,1998
2743,1990,2003
2744,1996,2003
2745,1990,2003
2746,1976,1998
2747,1990,2003
2748,1976,1998
2749,1990,2003
2750,1976,1998
2751,1990,2003
2752,1990,2003
2753,1976,1998
2754,1996,2003
2755,1976,1998
2756,1995,2003
2757,1976,1998
2758,1976,1998
2759,1990,2003
2760,1992,1998
2761,1996,2003
2762,1976,1998
2763,1990,2003
2764,1996,2003
2765,1978,1998
2766,1990,2003
2767,1992,2001
2768,1996,2003
2769,1976,1998
2770,1990,2003
2771,1990,2003
2772,1990,2003
2773,1976,2002
2774,1996,2003
2775,1976,1998
2776,1996,2003
2777,1990,2003
2778,1996,2003
2779,1976,1998
2780,1996,2003
2781,1996,2003
2782,1990,2003
2783,1990,2003
2784,1980,1998
2785,1996,2003
2786,1990,2003
2787,1990,2003
2788,1996,2003
2789,1990,2003
2790,1996,2003
2791,1990,2003
2792,1997,2003
2793,1976,1998
2794,1990,2003
2795,1996,2003
2796,1976,1998
2797,1990,2003
2798,1996,2003
2799,1990,2003
2800,1990,2003
2801,1993,1998
2802,1993,2003
2803,1996,2003
2804,1990,2003
2805,1992,1998
2806,1990,2003
2807,1996,2003
2808,1990,2003
2809,1992,1998
2810,1990,2003
2811,1996,2003
2812,1990,2003
2813,1990,2003
2814,1990,2003
2815,1990,2003
2816,1990,2003
2817,1996,2003
2818,1990,2003
2819,1990,2003
2820,1995,2003
2821,1990,2003
2822,1994,2003
2823,1996,2003
2824,1996,2003
2825,1990,2003
2826,1992,2003
2827,1997,2003
2828,1990,2003
2829,1996,2003
2830,1990,2003
2831,1990,2003
2832,1996,2003
2833,1976,1998
2834,1990,2003
2835,1996,2003
2836,1990,2003
2837,1990,2003
2838,1996,2003
2839,1990,2003
2840,1990,2003
2841,1993,2003
2842,1971,2003
2843,1996,2003
2844,1990,2003
2845,1990,2003
2846,1996,2003
2847,1990,2003
2848,1990,2003
2849,1996,2003
2850,1990,2003
2851,1976,1998
2852,1987,1999
2853,1974,1998
2865,1966,2007
2872,1966,2015
2921,1968,2007
2935,1966,2015
2951,1966,2011
3090,1966,2015
3195,1966,2015
3247,1967,1993
3249,1967,1993
3251,1967,1993
3252,1961,2000
3253,1978,1992
3254,1965,1993
3255,1979,1993
3256,1967,1993
3257,1967,1993
3258,1965,1991
3259,1962,2000
3260,1964,1993
3261,1970,2014
3262,1970,1993
3263,1961,2000
3264,1975,1993
3265,1953,1993
3266,1962,1993
3267,1965,1993
3269,1967,1993
3270,1952,1985
3272,1967,1993
3273,1967,1993
3274,1970,2012
3275,1970,2014
3276,1967,1993
3277,1970,2014
3278,1967,1993
3279,1969,1984
3281,1969,1984
3282,1973,1984
3284,1988,1994
3285,1967,1993
3286,1967,1993
3288,1967,1993
3289,1967,1993
3290,1970,2014
3291,1950,1976
3292,1967,1993
3294,1967,1993
3296,1967,1993
3299,1967,1993
3303,1969,1984
3306,1969,1984
3307,1951,2005
3310,1967,1993
3313,1969,1984
3314,1970,2011
3315,1992,1993
3316,1967,1993
3319,1967,1993
3321,1982,1993
3322,1967,1993
3323,1967,1993
3324,1970,2014
3325,1967,1993
3327,1967,1993
3328,1982,1993
3330,1967,1993
3331,1967,1993
3332,1967,1993
3334,1967,1993
3335,1967,1993
3336,1960,1987
3337,1967,1993
3339,1970,2014
3340,1967,1993
3342,1999,2002
3344,1958,1983
3345,1980,1989
3346,1980,1989
3347,1967,1993
3349,1967,1993
3350,1973,2014
3352,1967,1993
3354,1967,1993
3355,1969,1984
3356,1970,2012
3357,1968,2007
3359,1967,1993
3362,1969,1984
3363,1976,1991
3364,1967,1993
3365,1970,2012
3366,1967,1993
3370,1969,1984
3372,1969,1984
3374,1950,1976
3375,1967,1993
3377,1967,1993
3380,1970,2014
3381,1970,2014
3382,1967,1993
3384,1967,1993
3385,1967,1993
3386,1969,1984
3388,1967,1993
3389,1967,1993
3391,1967,1993
3392,1967,1993
3394,1969,1984
3396,1967,1993
3397,1967,1993
3398,1966,1993
3399,1966,1993
3400,1966,1993
3401,1967,1993
3402,1975,1991
3403,1970,1995
3404,1970,1995
3405,1959,1998
3406,1970,1980
3407,1977,2003
3408,1970,1980
3409,1991,1999
3410,1970,1997
3411,1957,2004
3412,1986,1995
3413,1986,1995
3414,1986,1995
3415,1986,1995
3416,1986,1995
3417,1986,1995
3418,1987,1995
3419,1986,1995
3420,1986,1995
3421,1960,1993
3422,1995,1999
3423,1992,2003
3424,1960,2006
3425,1985,2001
3426,1966,1976
3427,1972,1996
3428,1972,1991
3429,1974,1996
3430,1988,1998
3431,1974,2000
3432,1984,2000
3433,1961,1992
3434,1972,1991
3435,1986,1995
3436,1986,1995
3437,1986,1995
3438,1986,1995
3439,1986,1995
3440,1986,1995
3441,1986,1995
3442,1986,1995
3443,1986,1995
3444,1970,1987
3445,1966,1976
3446,1983,1992
3447,1981,1986
3448,1981,1986
3449,1980,1987
3450,1976,1979
3451,1978,1998
3452,1977,1993
3453,1970,1990
3454,1980,1993
3455,1972,1991
3456,1986,1995
3457,1986,1995
3458,1986,1995
3459,1986,1995
3460,1986,1995
3461,1986,1995
3462,1986,1995
3463,1986,1995
3464,1986,1995
3468,1985,1993
3469,1979,1987
3470,1955,1975
3471,1955,1975
3472,1955,1975
3473,1966,1976
3474,1955,1975
3475,1955,1975
3476,1972,1991
3477,1986,1989
3478,1982,1993
3479,1973,1982
3480,1973,1994
3481,1991,1996
3482,1990,1996
3483,1991,1996
3484,1986,1995
3485,1972,1997
3486,1986,1995
3487,1986,1995
3488,1960,1993
3489,1986,1995
3490,1986,1995
3491,1986,1995
3492,1986,1995
3493,1986,1995
3494,1986,1995
3495,1987,1993
3496,1992,2000
3497,1975,2006
3498,1965,2004
3499,1965,2005
3500,1976,1983
3501,1976,1983
3502,1974,1983
3503,1974,1983
3504,2001,2005
3505,2001,2005
3506,1975,1983
3507,1975,1983
3508,1975,1983
3509,1975,1983
3510,1975,1983
3511,1975,1983
3512,1980,2017
3513,1980,2017
3514,1980,2017
3515,1980,2017
3516,1998,2017
3517,1980,2017
3518,1984,2017
3519,1980,2017
3520,1980,2017
3521,1980,2017
3522,1989,2017
3523,1980,2017
3524,1989,2017
3525,1980,2017
3526,1980,2017
3527,1980,2017
3528,1980,2017
3529,1982,2017
3530,1980,2017
3531,1980,2017
3532,1980,2017
3533,1980,2017
3534,1980,2017
3535,1980,2017
3536,1980,2017
3537,1980,2017
3538,1980,2017
3539,1980,2017
3540,1980,2017
3541,1980,2017
3542,1980,2017
3543,1980,2017
3544,1980,2017
3545,1989,2017
3546,1998,2017
3547,1980,2017
3548,1989,2017
3549,1980,2017
3550,1980,2017
3551,1980,2017
3552,1980,2017
3553,1980,2017
3554,1980,2017
3555,1980,2017
3556,1980,2017
3557,1982,2017
3558,1980,2017
3559,1980,2017
3560,1980,2017
3561,1980,2017
3562,1980,2017
3563,1980,2017
3564,1980,2017
