"Family","Genus","Species","Body Mass(gram)","Binomial"
"Tyrannidae","Knipolegus","signatus",17.8,"Knipolegus signatus"
"Tyrannidae","Knipolegus","striaticeps",11,"Knipolegus striaticeps"
"Tyrannidae","Laniisoma","buckleyi",48,"Laniisoma buckleyi"
"Tyrannidae","Laniisoma","elegans",47.4,"Laniisoma elegans"
"Tyrannidae","Laniocera","hypopyrrha",51,"Laniocera hypopyrrha"
"Tyrannidae","Laniocera","rufescens",48.1,"Laniocera rufescens"
"Tyrannidae","Lathrotriccus","euleri",11.4,"Lathrotriccus euleri"
"Tyrannidae","Lathrotriccus","griseipectus",11,"Lathrotriccus griseipectus"
"Tyrannidae","Legatus","leucophaius",22.2,"Legatus leucophaius"
"Tyrannidae","Lepidothrix","coeruleocapilla",9.1,"Lepidothrix coeruleocapilla"
"Tyrannidae","Lepidothrix","coronata",10.7,"Lepidothrix coronata"
"Tyrannidae","Lepidothrix","iris",11.9,"Lepidothrix iris"
"Tyrannidae","Lepidothrix","isidorei",7.9,"Lepidothrix isidorei"
"Tyrannidae","Lepidothrix","nattereri",8.4,"Lepidothrix nattereri"
"Tyrannidae","Lepidothrix","serena",16.8,"Lepidothrix serena"
"Tyrannidae","Lepidothrix","suavissima",8.5,"Lepidothrix suavissima"
"Tyrannidae","Lepidothrix","vilasboasi",8.4,"Lepidothrix vilasboasi"
"Tyrannidae","Leptopogon","amaurocephalus",11.7,"Leptopogon amaurocephalus"
"Tyrannidae","Leptopogon","rufipectus",13.4,"Leptopogon rufipectus"
"Tyrannidae","Leptopogon","superciliaris",11.7,"Leptopogon superciliaris"
"Tyrannidae","Leptopogon","taczanowskii",11.5,"Leptopogon taczanowskii"
"Tyrannidae","Lessonia","oreas",13.8,"Lessonia oreas"
"Tyrannidae","Lessonia","rufa",13.4,"Lessonia rufa"
"Tyrannidae","Lipaugus","fuscocinereus",138,"Lipaugus fuscocinereus"
"Tyrannidae","Lipaugus","lanioides",94.8,"Lipaugus lanioides"
"Tyrannidae","Lipaugus","streptophorus",57.2,"Lipaugus streptophorus"
"Tyrannidae","Lipaugus","unirufus",82.1,"Lipaugus unirufus"
"Tyrannidae","Lipaugus","uropygialis",116,"Lipaugus uropygialis"
"Tyrannidae","Lipaugus","vociferans",75.7,"Lipaugus vociferans"
"Tyrannidae","Lipaugus","weberi",72.1,"Lipaugus weberi"
"Tyrannidae","Lophotriccus","eulophotes",6,"Lophotriccus eulophotes"
"Tyrannidae","Lophotriccus","galeatus",6.6,"Lophotriccus galeatus"
"Tyrannidae","Lophotriccus","pilaris",6.8,"Lophotriccus pilaris"
"Tyrannidae","Lophotriccus","pileatus",7.7,"Lophotriccus pileatus"
"Tyrannidae","Lophotriccus","vitiosus",7.5,"Lophotriccus vitiosus"
"Tyrannidae","Machaeropterus","deliciosus",12.7,"Machaeropterus deliciosus"
"Tyrannidae","Machaeropterus","pyrocephalus",9.7,"Machaeropterus pyrocephalus"
"Tyrannidae","Machaeropterus","regulus",9.4,"Machaeropterus regulus"
"Tyrannidae","Machetornis","rixosus",29.6,"Machetornis rixosus"
"Tyrannidae","Manacus","aurantiacus",15.5,"Manacus aurantiacus"
"Tyrannidae","Manacus","candei",19.9,"Manacus candei"
"Tyrannidae","Manacus","manacus",15,"Manacus manacus"
"Tyrannidae","Manacus","vitellinus",18.2,"Manacus vitellinus"
"Tyrannidae","Masius","chrysopterus",11.6,"Masius chrysopterus"
"Tyrannidae","Mecocerculus","calopterus",7,"Mecocerculus calopterus"
"Tyrannidae","Mecocerculus","hellmayri",8,"Mecocerculus hellmayri"
"Tyrannidae","Mecocerculus","leucophrys",11,"Mecocerculus leucophrys"
"Tyrannidae","Mecocerculus","minor",11,"Mecocerculus minor"
"Tyrannidae","Mecocerculus","poecilocercus",7.7,"Mecocerculus poecilocercus"
"Tyrannidae","Mecocerculus","stictopterus",9.4,"Mecocerculus stictopterus"
"Tyrannidae","Megarynchus","pitangua",73.5,"Megarynchus pitangua"
"Tyrannidae","Mionectes","macconnelli",13.5,"Mionectes macconnelli"
"Tyrannidae","Mionectes","oleagineus",10.8,"Mionectes oleagineus"
"Tyrannidae","Mionectes","olivaceus",15.5,"Mionectes olivaceus"
"Tyrannidae","Mionectes","rufiventris",13.3,"Mionectes rufiventris"
"Tyrannidae","Mionectes","striaticollis",15,"Mionectes striaticollis"
"Tyrannidae","Mitrephanes","olivaceus",10,"Mitrephanes olivaceus"
"Tyrannidae","Mitrephanes","phaeocercus",8.6,"Mitrephanes phaeocercus"
"Tyrannidae","Muscigralla","brevicauda",12.6,"Muscigralla brevicauda"
"Tyrannidae","Muscipipra","vetula",27,"Muscipipra vetula"
"Tyrannidae","Muscisaxicola","albifrons",19.1,"Muscisaxicola albifrons"
"Tyrannidae","Muscisaxicola","albilora",22.6,"Muscisaxicola albilora"
"Tyrannidae","Muscisaxicola","alpina",26.1,"Muscisaxicola alpina"
"Tyrannidae","Muscisaxicola","capistrata",26.6,"Muscisaxicola capistrata"
"Tyrannidae","Muscisaxicola","cinerea",18.6,"Muscisaxicola cinerea"
"Tyrannidae","Muscisaxicola","flavinucha",36.3,"Muscisaxicola flavinucha"
"Tyrannidae","Muscisaxicola","fluviatilis",14.7,"Muscisaxicola fluviatilis"
"Tyrannidae","Muscisaxicola","frontalis",28.9,"Muscisaxicola frontalis"
"Tyrannidae","Muscisaxicola","grisea",27.1,"Muscisaxicola grisea"
"Tyrannidae","Muscisaxicola","juninensis",22.2,"Muscisaxicola juninensis"
"Tyrannidae","Muscisaxicola","macloviana",14.2,"Muscisaxicola macloviana"
"Tyrannidae","Muscisaxicola","maculirostris",19,"Muscisaxicola maculirostris"
"Tyrannidae","Muscisaxicola","rufivertex",20,"Muscisaxicola rufivertex"
"Tyrannidae","Myiarchus","apicalis",29.2,"Myiarchus apicalis"
"Tyrannidae","Myiarchus","cephalotes",26.4,"Myiarchus cephalotes"
"Tyrannidae","Myiarchus","cinerascens",28.2,"Myiarchus cinerascens"
"Tyrannidae","Myiarchus","crinitus",32.1,"Myiarchus crinitus"
"Tyrannidae","Myiarchus","ferox",27.5,"Myiarchus ferox"
"Tyrannidae","Myiarchus","nuttingi",23,"Myiarchus nuttingi"
"Tyrannidae","Myiarchus","panamensis",31.7,"Myiarchus panamensis"
"Tyrannidae","Myiarchus","phaeocephalus",26.3,"Myiarchus phaeocephalus"
"Tyrannidae","Myiarchus","semirufus",22.5,"Myiarchus semirufus"
"Tyrannidae","Myiarchus","swainsoni",25.1,"Myiarchus swainsoni"
"Tyrannidae","Myiarchus","tuberculifer",18.2,"Myiarchus tuberculifer"
"Tyrannidae","Myiarchus","tyrannulus",36.3,"Myiarchus tyrannulus"
"Tyrannidae","Myiarchus","venezuelensis",29.8,"Myiarchus venezuelensis"
"Tyrannidae","Myiarchus","yucatanensis",19.6,"Myiarchus yucatanensis"
"Tyrannidae","Myiobius","atricaudus",10,"Myiobius atricaudus"
"Tyrannidae","Myiobius","barbatus",11.4,"Myiobius barbatus"
"Tyrannidae","Myiobius","mastacalis",11,"Myiobius mastacalis"
"Tyrannidae","Myiobius","sulphureipygius",11.9,"Myiobius sulphureipygius"
"Tyrannidae","Myiobius","villosus",14.1,"Myiobius villosus"
"Tyrannidae","Myiodynastes","bairdii",45,"Myiodynastes bairdii"
"Tyrannidae","Myiodynastes","chrysocephalus",38.3,"Myiodynastes chrysocephalus"
"Tyrannidae","Myiodynastes","hemichrysus",43.4,"Myiodynastes hemichrysus"
"Tyrannidae","Myiodynastes","luteiventris",46.9,"Myiodynastes luteiventris"
"Tyrannidae","Myiodynastes","maculatus",43.2,"Myiodynastes maculatus"
"Tyrannidae","Myiopagis","caniceps",10.2,"Myiopagis caniceps"
"Tyrannidae","Myiopagis","flavivertex",11.9,"Myiopagis flavivertex"
"Tyrannidae","Myiopagis","gaimardii",12.2,"Myiopagis gaimardii"
"Tyrannidae","Myiopagis","olallai",12.1,"Myiopagis olallai"
"Tyrannidae","Myiopagis","subplacens",15.9,"Myiopagis subplacens"
"Tyrannidae","Myiopagis","viridicata",12.3,"Myiopagis viridicata"
"Tyrannidae","Myiophobus","cryptoxanthus",9.8,"Myiophobus cryptoxanthus"
"Tyrannidae","Myiophobus","fasciatus",9.9,"Myiophobus fasciatus"
"Tyrannidae","Myiophobus","flavicans",12.7,"Myiophobus flavicans"
"Tyrannidae","Myiophobus","inornatus",11.2,"Myiophobus inornatus"
"Tyrannidae","Myiophobus","lintoni",9.8,"Myiophobus lintoni"
"Tyrannidae","Myiophobus","ochraceiventris",10.5,"Myiophobus ochraceiventris"
"Tyrannidae","Myiophobus","phoenicomitra",11,"Myiophobus phoenicomitra"
"Tyrannidae","Myiophobus","pulcher",9.5,"Myiophobus pulcher"
"Tyrannidae","Myiophobus","roraimae",13.7,"Myiophobus roraimae"
"Tyrannidae","Myiornis","albiventris",4.9,"Myiornis albiventris"
"Tyrannidae","Myiornis","atricapillus",5.7,"Myiornis atricapillus"
"Tyrannidae","Myiornis","auricularis",5.3,"Myiornis auricularis"
"Tyrannidae","Myiornis","ecaudatus",5.3,"Myiornis ecaudatus"
"Tyrannidae","Myiotheretes","fumigatus",33.4,"Myiotheretes fumigatus"
"Tyrannidae","Myiotheretes","fuscorufus",31.7,"Myiotheretes fuscorufus"
"Tyrannidae","Myiotheretes","pernix",30,"Myiotheretes pernix"
"Tyrannidae","Myiotheretes","striaticollis",61.2,"Myiotheretes striaticollis"
"Tyrannidae","Myiotriccus","ornatus",13.5,"Myiotriccus ornatus"
"Tyrannidae","Myiozetetes","cayanensis",25.9,"Myiozetetes cayanensis"
"Tyrannidae","Myiozetetes","granadensis",29.3,"Myiozetetes granadensis"
"Tyrannidae","Myiozetetes","luteiventris",19,"Myiozetetes luteiventris"
"Tyrannidae","Myiozetetes","similis",28,"Myiozetetes similis"
"Tyrannidae","Neopelma","aurifrons",14,"Neopelma aurifrons"
"Tyrannidae","Neopelma","chrysocephalum",15.5,"Neopelma chrysocephalum"
"Tyrannidae","Neopelma","chrysolophum",14,"Neopelma chrysolophum"
"Tyrannidae","Neopelma","pallescens",18.2,"Neopelma pallescens"
"Tyrannidae","Neopelma","sulphureiventer",15.9,"Neopelma sulphureiventer"
"Tyrannidae","Neopipo","cinnamomea",7.7,"Neopipo cinnamomea"
"Tyrannidae","Neoxolmis","rufiventris",77,"Neoxolmis rufiventris"
"Tyrannidae","Ochthoeca","cinnamomeiventris",12,"Ochthoeca cinnamomeiventris"
"Tyrannidae","Ochthoeca","diadema",11.5,"Ochthoeca diadema"
"Tyrannidae","Ochthoeca","frontalis",10,"Ochthoeca frontalis"
"Tyrannidae","Ochthoeca","fumicolor",16.6,"Ochthoeca fumicolor"
"Tyrannidae","Ochthoeca","jelskii",11.6,"Ochthoeca jelskii"
"Tyrannidae","Ochthoeca","leucophrys",13.1,"Ochthoeca leucophrys"
"Tyrannidae","Ochthoeca","nigrita",10.4,"Ochthoeca nigrita"
"Tyrannidae","Ochthoeca","oenanthoides",17.7,"Ochthoeca oenanthoides"
"Tyrannidae","Ochthoeca","piurae",10.6,"Ochthoeca piurae"
"Tyrannidae","Ochthoeca","pulchella",12,"Ochthoeca pulchella"
"Tyrannidae","Ochthoeca","rufipectoralis",10,"Ochthoeca rufipectoralis"
"Tyrannidae","Ochthoeca","spodionota",10.7,"Ochthoeca spodionota"
"Tyrannidae","Ochthoeca","thoracica",11.9,"Ochthoeca thoracica"
"Tyrannidae","Ochthornis","littoralis",13.4,"Ochthornis littoralis"
"Tyrannidae","Oncostoma","cinereigulare",6.4,"Oncostoma cinereigulare"
"Tyrannidae","Oncostoma","olivaceum",6.6,"Oncostoma olivaceum"
"Tyrannidae","Onychorhynchus","coronatus",14,"Onychorhynchus coronatus"
"Tyrannidae","Onychorhynchus","mexicanus",21,"Onychorhynchus mexicanus"
"Tyrannidae","Onychorhynchus","occidentalis",22.7,"Onychorhynchus occidentalis"
"Tyrannidae","Onychorhynchus","swainsoni",17,"Onychorhynchus swainsoni"
"Tyrannidae","Ornithion","brunneicapillum",7.1,"Ornithion brunneicapillum"
"Tyrannidae","Ornithion","inerme",7,"Ornithion inerme"
"Tyrannidae","Ornithion","semiflavum",6.6,"Ornithion semiflavum"
"Tyrannidae","Oxyruncus","cristatus",42,"Oxyruncus cristatus"
"Tyrannidae","Pachyramphus","albogriseus",17.3,"Pachyramphus albogriseus"
"Tyrannidae","Pachyramphus","castaneus",19.5,"Pachyramphus castaneus"
"Tyrannidae","Pachyramphus","cinnamomeus",20.3,"Pachyramphus cinnamomeus"
"Tyrannidae","Pachyramphus","major",24.8,"Pachyramphus major"
"Tyrannidae","Pachyramphus","marginatus",19.2,"Pachyramphus marginatus"
"Tyrannidae","Pachyramphus","polychopterus",20.8,"Pachyramphus polychopterus"
"Tyrannidae","Pachyramphus","rufus",18.8,"Pachyramphus rufus"
"Tyrannidae","Pachyramphus","spodiurus",18.2,"Pachyramphus spodiurus"
"Tyrannidae","Pachyramphus","surinamus",19.8,"Pachyramphus surinamus"
"Tyrannidae","Pachyramphus","versicolor",15.5,"Pachyramphus versicolor"
"Tyrannidae","Pachyramphus","viridis",21,"Pachyramphus viridis"
"Tyrannidae","Pachyramphus","xanthogenys",19.6,"Pachyramphus xanthogenys"
"Tyrannidae","Perissocephalus","tricolor",340,"Perissocephalus tricolor"
"Tyrannidae","Phaeomyias","murina",10,"Phaeomyias murina"
"Tyrannidae","Phaeomyias","tumbezana",9.8,"Phaeomyias tumbezana"
"Tyrannidae","Phelpsia","inornata",29.4,"Phelpsia inornata"
"Tyrannidae","Phibalura","flavirostris",46.5,"Phibalura flavirostris"
"Tyrannidae","Philohydor","lictor",25.5,"Philohydor lictor"
"Tyrannidae","Phoenicircus","carnifex",83.7,"Phoenicircus carnifex"
"Tyrannidae","Phoenicircus","nigricollis",96.5,"Phoenicircus nigricollis"
"Tyrannidae","Phyllomyias","burmeisteri",10.8,"Phyllomyias burmeisteri"
"Tyrannidae","Phyllomyias","cinereiceps",9.9,"Phyllomyias cinereiceps"
"Tyrannidae","Phyllomyias","fasciatus",10.5,"Phyllomyias fasciatus"
"Tyrannidae","Phyllomyias","griseiceps",7.6,"Phyllomyias griseiceps"
"Tyrannidae","Phyllomyias","griseocapilla",9.1,"Phyllomyias griseocapilla"
"Tyrannidae","Phyllomyias","nigrocapillus",9.5,"Phyllomyias nigrocapillus"
"Tyrannidae","Phyllomyias","plumbeiceps",9.6,"Phyllomyias plumbeiceps"
"Tyrannidae","Phyllomyias","reiseri",9.8,"Phyllomyias reiseri"
"Tyrannidae","Phyllomyias","sclateri",9.9,"Phyllomyias sclateri"
"Tyrannidae","Phyllomyias","urichi",7.5,"Phyllomyias urichi"
"Tyrannidae","Phyllomyias","uropygialis",8.7,"Phyllomyias uropygialis"
"Tyrannidae","Phyllomyias","virescens",11,"Phyllomyias virescens"
"Tyrannidae","Phyllomyias","zeledoni",10.9,"Phyllomyias zeledoni"
"Tyrannidae","Phylloscartes","beckeri",8.7,"Phylloscartes beckeri"
"Tyrannidae","Phylloscartes","ceciliae",7.6,"Phylloscartes ceciliae"
"Tyrannidae","Phylloscartes","difficilis",6.9,"Phylloscartes difficilis"
"Tyrannidae","Phylloscartes","flaviventris",8,"Phylloscartes flaviventris"
"Tyrannidae","Phylloscartes","flavovirens",8.8,"Phylloscartes flavovirens"
"Tyrannidae","Phylloscartes","gualaquizae",8,"Phylloscartes gualaquizae"
"Tyrannidae","Phylloscartes","kronei",8.3,"Phylloscartes kronei"
"Tyrannidae","Phylloscartes","nigrifrons",9.1,"Phylloscartes nigrifrons"
"Tyrannidae","Phylloscartes","oustaleti",10,"Phylloscartes oustaleti"
"Tyrannidae","Phylloscartes","parkeri",8.1,"Phylloscartes parkeri"
"Tyrannidae","Phylloscartes","paulistus",7.5,"Phylloscartes paulistus"
"Tyrannidae","Phylloscartes","roquettei",6,"Phylloscartes roquettei"
"Tyrannidae","Phylloscartes","superciliaris",7.8,"Phylloscartes superciliaris"
"Tyrannidae","Phylloscartes","sylviolus",6.6,"Phylloscartes sylviolus"
"Tyrannidae","Phylloscartes","ventralis",8.3,"Phylloscartes ventralis"
"Tyrannidae","Phylloscartes","virescens",8.5,"Phylloscartes virescens"
"Tyrannidae","Phytotoma","raimondii",39.8,"Phytotoma raimondii"
"Tyrannidae","Phytotoma","rara",47,"Phytotoma rara"
"Tyrannidae","Phytotoma","rutila",40.5,"Phytotoma rutila"
"Tyrannidae","Pipra","aureola",16.2,"Pipra aureola"
"Tyrannidae","Pipra","chloromeros",16.5,"Pipra chloromeros"
"Tyrannidae","Pipra","cornuta",25.3,"Pipra cornuta"
"Tyrannidae","Pipra","erythrocephala",13.5,"Pipra erythrocephala"
"Tyrannidae","Pipra","fasciicauda",15.9,"Pipra fasciicauda"
"Tyrannidae","Pipra","filicauda",15.4,"Pipra filicauda"
"Tyrannidae","Pipra","mentalis",15,"Pipra mentalis"
"Tyrannidae","Pipra","rubrocapilla",12,"Pipra rubrocapilla"
"Tyrannidae","Pipreola","arcuata",118,"Pipreola arcuata"
"Tyrannidae","Pipreola","aureopectus",46,"Pipreola aureopectus"
"Tyrannidae","Pipreola","chlorolepidota",29.5,"Pipreola chlorolepidota"
"Tyrannidae","Pipreola","formosa",47.2,"Pipreola formosa"
"Tyrannidae","Pipreola","frontalis",42.4,"Pipreola frontalis"
"Tyrannidae","Pipreola","intermedia",47.9,"Pipreola intermedia"
"Tyrannidae","Pipreola","jucunda",53.8,"Pipreola jucunda"
"Tyrannidae","Pipreola","lubomirskii",45.5,"Pipreola lubomirskii"
"Tyrannidae","Pipreola","pulchra",58.2,"Pipreola pulchra"
"Tyrannidae","Pipreola","riefferii",49.3,"Pipreola riefferii"
"Tyrannidae","Pipreola","whitelyi",50,"Pipreola whitelyi"
"Tyrannidae","Piprites","chloris",16,"Piprites chloris"
"Tyrannidae","Piprites","griseiceps",16,"Piprites griseiceps"
"Tyrannidae","Piprites","pileatus",15,"Piprites pileatus"
"Tyrannidae","Pitangus","sulphuratus",63.3,"Pitangus sulphuratus"
"Tyrannidae","Platypsaris","aglaiae",30,"Platypsaris aglaiae"
"Tyrannidae","Platypsaris","homochrous",35,"Platypsaris homochrous"
"Tyrannidae","Platypsaris","minor",37,"Platypsaris minor"
"Tyrannidae","Platypsaris","validus",28.8,"Platypsaris validus"
"Tyrannidae","Platyrinchus","cancrominus",9.2,"Platyrinchus cancrominus"
"Tyrannidae","Platyrinchus","coronatus",9.2,"Platyrinchus coronatus"
"Tyrannidae","Platyrinchus","flavigularis",10,"Platyrinchus flavigularis"
"Tyrannidae","Platyrinchus","leucoryphus",16,"Platyrinchus leucoryphus"
"Tyrannidae","Platyrinchus","mystaceus",9.7,"Platyrinchus mystaceus"
"Tyrannidae","Platyrinchus","platyrhynchos",12,"Platyrinchus platyrhynchos"
"Tyrannidae","Platyrinchus","saturatus",10.7,"Platyrinchus saturatus"
"Tyrannidae","Poecilotriccus","albifacies",8,"Poecilotriccus albifacies"
"Tyrannidae","Poecilotriccus","calopterus",7.6,"Poecilotriccus calopterus"
"Tyrannidae","Poecilotriccus","capitalis",8,"Poecilotriccus capitalis"
"Tyrannidae","Poecilotriccus","fumifrons",6.6,"Poecilotriccus fumifrons"
"Tyrannidae","Poecilotriccus","latirostris",8.1,"Poecilotriccus latirostris"
"Tyrannidae","Poecilotriccus","luluae",7.3,"Poecilotriccus luluae"
"Tyrannidae","Poecilotriccus","plumbeiceps",7.4,"Poecilotriccus plumbeiceps"
"Tyrannidae","Poecilotriccus","pulchellus",7.4,"Poecilotriccus pulchellus"
"Tyrannidae","Poecilotriccus","ruficeps",9.1,"Poecilotriccus ruficeps"
"Tyrannidae","Poecilotriccus","russatus",7.4,"Poecilotriccus russatus"
"Tyrannidae","Poecilotriccus","senex",7.3,"Poecilotriccus senex"
"Tyrannidae","Poecilotriccus","sylvia",7.1,"Poecilotriccus sylvia"
"Tyrannidae","Pogonotriccus","chapmani",7.5,"Pogonotriccus chapmani"
"Tyrannidae","Pogonotriccus","eximius",6.8,"Pogonotriccus eximius"
"Tyrannidae","Pogonotriccus","lanyoni",8,"Pogonotriccus lanyoni"
"Tyrannidae","Pogonotriccus","ophthalmicus",11,"Pogonotriccus ophthalmicus"
"Tyrannidae","Pogonotriccus","orbitalis",7.4,"Pogonotriccus orbitalis"
"Tyrannidae","Pogonotriccus","poecilotis",8,"Pogonotriccus poecilotis"
"Tyrannidae","Pogonotriccus","venezuelanus",9,"Pogonotriccus venezuelanus"
"Tyrannidae","Polioxolmis","rufipennis",34.5,"Polioxolmis rufipennis"
"Tyrannidae","Polystictus","pectoralis",6.2,"Polystictus pectoralis"
"Tyrannidae","Polystictus","superciliaris",6,"Polystictus superciliaris"
"Tyrannidae","Porphyrolaema","porphyrolaema",60,"Porphyrolaema porphyrolaema"
"Tyrannidae","Procnias","alba",210,"Procnias alba"
"Tyrannidae","Procnias","averano",148,"Procnias averano"
"Tyrannidae","Procnias","nudicollis",174,"Procnias nudicollis"
"Tyrannidae","Procnias","tricarunculata",11.9,"Procnias tricarunculata"
"Tyrannidae","Pseudelaenia","leucospodia",11.9,"Pseudelaenia leucospodia"
"Tyrannidae","Pseudocolopteryx","acutipennis",6.9,"Pseudocolopteryx acutipennis"
"Tyrannidae","Pseudocolopteryx","dinellianus",6.6,"Pseudocolopteryx dinellianus"
"Tyrannidae","Pseudocolopteryx","flaviventris",7.5,"Pseudocolopteryx flaviventris"
"Tyrannidae","Pseudocolopteryx","sclateri",8,"Pseudocolopteryx sclateri"
"Tyrannidae","Pseudotriccus","pelzelni",10.9,"Pseudotriccus pelzelni"
"Tyrannidae","Pseudotriccus","ruficeps",11.3,"Pseudotriccus ruficeps"
"Tyrannidae","Pseudotriccus","simplex",9.5,"Pseudotriccus simplex"
"Tyrannidae","Pyrocephalus","rubinus",14.4,"Pyrocephalus rubinus"
"Tyrannidae","Pyroderus","scutatus",357,"Pyroderus scutatus"
"Tyrannidae","Pyrrhomyias","cinnamomea",10.8,"Pyrrhomyias cinnamomea"
"Tyrannidae","Querula","purpurata",108,"Querula purpurata"
"Tyrannidae","Ramphotrigon","fuscicauda",18.6,"Ramphotrigon fuscicauda"
"Tyrannidae","Ramphotrigon","megacephala",14.2,"Ramphotrigon megacephala"
"Tyrannidae","Ramphotrigon","ruficauda",18.4,"Ramphotrigon ruficauda"
"Tyrannidae","Rhynchocyclus","brevirostris",24.3,"Rhynchocyclus brevirostris"
"Tyrannidae","Rhynchocyclus","fulvipectus",23.1,"Rhynchocyclus fulvipectus"
"Tyrannidae","Rhynchocyclus","olivaceus",21.3,"Rhynchocyclus olivaceus"
"Tyrannidae","Rhynchocyclus","pacificus",19.2,"Rhynchocyclus pacificus"
"Tyrannidae","Rhytipterna","holerythra",36.8,"Rhytipterna holerythra"
"Tyrannidae","Rhytipterna","immunda",27.4,"Rhytipterna immunda"
"Tyrannidae","Rhytipterna","simplex",31.8,"Rhytipterna simplex"
"Tyrannidae","Rupicola","peruviana",244,"Rupicola peruviana"
"Tyrannidae","Rupicola","rupicola",195,"Rupicola rupicola"
"Tyrannidae","Satrapa","icterophrys",21.5,"Satrapa icterophrys"
"Tyrannidae","Sayornis","nigricans",18.7,"Sayornis nigricans"
"Tyrannidae","Sayornis","phoebe",20,"Sayornis phoebe"
"Tyrannidae","Sayornis","saya",20.9,"Sayornis saya"
"Tyrannidae","Schiffornis","major",31,"Schiffornis major"
"Tyrannidae","Schiffornis","turdinus",31.7,"Schiffornis turdinus"
"Tyrannidae","Schiffornis","virescens",25.6,"Schiffornis virescens"
"Tyrannidae","Serpophaga","cinerea",8.3,"Serpophaga cinerea"
"Tyrannidae","Serpophaga","griseiceps",9.8,"Serpophaga griseiceps"
"Tyrannidae","Serpophaga","hypoleuca",6.1,"Serpophaga hypoleuca"
"Tyrannidae","Serpophaga","munda",5.4,"Serpophaga munda"
"Tyrannidae","Serpophaga","nigricans",8.5,"Serpophaga nigricans"
"Tyrannidae","Serpophaga","subcristata",6.6,"Serpophaga subcristata"
"Tyrannidae","Sirystes","albogriseus",32,"Sirystes albogriseus"
"Tyrannidae","Sirystes","sibilator",32.3,"Sirystes sibilator"
"Tyrannidae","Stigmatura","bahiae",14,"Stigmatura bahiae"
"Tyrannidae","Stigmatura","budytoides",11.2,"Stigmatura budytoides"
"Tyrannidae","Stigmatura","gracilis",11.4,"Stigmatura gracilis"
"Tyrannidae","Stigmatura","napensis",9.8,"Stigmatura napensis"
"Tyrannidae","Sublegatus","arenarum",12.3,"Sublegatus arenarum"
"Tyrannidae","Sublegatus","modestus",14,"Sublegatus modestus"
"Tyrannidae","Sublegatus","obscurior",16,"Sublegatus obscurior"
"Tyrannidae","Suiriri","affinis",15.3,"Suiriri affinis"
"Tyrannidae","Suiriri","islerorum",22.8,"Suiriri islerorum"
"Tyrannidae","Suiriri","suiriri",14.6,"Suiriri suiriri"
"Tyrannidae","Tachuris","rubrigastra",7.8,"Tachuris rubrigastra"
"Tyrannidae","Taeniotriccus","andrei",9.5,"Taeniotriccus andrei"
"Tyrannidae","Terenotriccus","erythrurus",7.4,"Terenotriccus erythrurus"
"Tyrannidae","Tijuca","atra",163,"Tijuca atra"
"Tyrannidae","Tijuca","condita",80,"Tijuca condita"
"Tyrannidae","Tityra","cayana",68.1,"Tityra cayana"
"Tyrannidae","Tityra","inquisitor",43.1,"Tityra inquisitor"
"Tyrannidae","Tityra","semifasciata",79.3,"Tityra semifasciata"
"Tyrannidae","Todirostrum","chrysocrotaphum",7,"Todirostrum chrysocrotaphum"
"Tyrannidae","Todirostrum","cinereum",6.3,"Todirostrum cinereum"
"Tyrannidae","Todirostrum","maculatum",7.3,"Todirostrum maculatum"
"Tyrannidae","Todirostrum","nigriceps",6.5,"Todirostrum nigriceps"
"Tyrannidae","Todirostrum","pictum",6.8,"Todirostrum pictum"
"Tyrannidae","Todirostrum","poliocephalum",6.9,"Todirostrum poliocephalum"
"Tyrannidae","Todirostrum","viridanum",6.9,"Todirostrum viridanum"
"Tyrannidae","Tolmomyias","assimilis",17,"Tolmomyias assimilis"
"Tyrannidae","Tolmomyias","flaviventris",12.2,"Tolmomyias flaviventris"
"Tyrannidae","Tolmomyias","flavotectus",15.7,"Tolmomyias flavotectus"
"Tyrannidae","Tolmomyias","poliocephalus",10.8,"Tolmomyias poliocephalus"
"Tyrannidae","Tolmomyias","sulphurescens",14.8,"Tolmomyias sulphurescens"
"Tyrannidae","Tolmomyias","traylori",11.5,"Tolmomyias traylori"
"Tyrannidae","Tolmomyias","viridiceps",11.3,"Tolmomyias viridiceps"
"Tyrannidae","Tumbezia","salvini",12.2,"Tumbezia salvini"
"Tyrannidae","Tyranneutes","stolzmanni",7.2,"Tyranneutes stolzmanni"
"Tyrannidae","Tyranneutes","virescens",7.2,"Tyranneutes virescens"
"Tyrannidae","Tyrannopsis","sulphurea",53.6,"Tyrannopsis sulphurea"
"Tyrannidae","Tyrannulus","elatus",7,"Tyrannulus elatus"
"Tyrannidae","Tyrannus","albogularis",37.1,"Tyrannus albogularis"
"Tyrannidae","Tyrannus","couchii",39,"Tyrannus couchii"
"Tyrannidae","Tyrannus","crassirostris",55.9,"Tyrannus crassirostris"
"Tyrannidae","Tyrannus","dominicensis",46.5,"Tyrannus dominicensis"
"Tyrannidae","Tyrannus","forficatus",39.3,"Tyrannus forficatus"
"Tyrannidae","Tyrannus","melancholicus",37.4,"Tyrannus melancholicus"
"Tyrannidae","Tyrannus","niveigularis",34.4,"Tyrannus niveigularis"
"Tyrannidae","Tyrannus","savana",31.9,"Tyrannus savana"
"Tyrannidae","Tyrannus","tyrannus",40,"Tyrannus tyrannus"
"Tyrannidae","Tyrannus","verticalis",39.6,"Tyrannus verticalis"
